Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
06737.png,1,3,5,8,8,1,1,2,2,1,5,1,2,4,1,5,1,1,10,1
06738.png,25,25,25,25,21,25,25,27,25,25,25,25,25,25,25,27,25,25,25,11
06739.png,25,25,20,8,13,28,25,25,25,28,25,23,28,28,11,28,18,13,25,25
06740.png,18,18,20,25,19,18,18,25,18,18,18,18,18,18,18,18,18,12,18,18
06741.png,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,3,2,1,1,10
06742.png,9,9,10,9,9,10,9,9,9,9,9,9,16,41,41,9,9,9,15,9
06743.png,13,13,13,13,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06744.png,26,26,26,25,11,26,26,26,26,11,26,26,25,25,12,26,26,26,11,26
06745.png,18,18,20,18,20,18,18,18,18,22,18,18,18,18,18,18,18,18,18,18
06746.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,12,12,12,12,12
06747.png,35,35,35,35,36,35,35,38,35,35,35,35,35,35,35,36,35,35,35,35
06748.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06749.png,25,31,25,25,25,25,25,25,25,25,25,25,25,25,18,25,11,25,25,25
06750.png,4,4,4,8,42,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4
06751.png,34,35,34,34,34,34,35,34,33,33,33,13,13,13,13,34,34,34,34,34
06752.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10
06753.png,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
06754.png,12,4,12,6,42,10,12,12,12,12,12,12,12,12,12,12,10,12,12,12
06755.png,10,10,6,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,13
06756.png,25,25,25,25,25,25,25,25,25,25,25,25,11,25,25,25,28,25,11,25
06757.png,3,3,5,3,5,3,3,3,3,3,2,3,3,3,3,4,3,3,3,18
06758.png,29,29,29,11,23,29,29,29,11,23,29,23,22,22,22,29,18,11,18,28
06759.png,1,1,1,8,7,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
06760.png,2,2,5,8,5,3,2,2,2,2,2,2,2,2,2,2,4,1,8,2
06761.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
06762.png,9,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9
06763.png,7,7,7,8,10,2,7,7,8,7,7,7,7,7,8,7,7,7,10,7
06764.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
06765.png,10,10,10,17,9,10,10,10,10,10,10,41,16,16,41,10,10,15,10,10
06766.png,18,21,11,11,10,21,23,21,21,18,18,19,19,19,41,23,21,23,23,18
06767.png,8,8,8,8,8,8,5,8,8,8,8,8,2,4,41,8,8,7,16,15
06768.png,24,24,24,17,40,24,24,18,24,24,24,24,24,18,24,24,24,24,11,24
06769.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
06770.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,25,25
06771.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06772.png,4,4,4,8,8,4,4,4,4,4,4,4,4,2,4,4,4,4,4,20
06773.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06774.png,25,25,11,25,25,25,25,25,25,25,11,25,25,25,25,27,11,25,11,25
06775.png,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06776.png,3,3,3,5,10,2,3,3,3,1,8,5,3,3,3,3,3,3,3,3
06777.png,4,4,4,4,8,4,4,2,4,4,4,4,2,41,41,1,4,4,4,4
06778.png,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,36,35,38,38
06779.png,14,14,14,17,17,14,12,7,14,14,14,14,14,12,14,14,14,14,14,14
06780.png,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
06781.png,38,38,38,38,38,38,38,38,38,39,38,39,39,38,38,38,38,38,38,39
06782.png,3,3,5,5,16,3,3,3,3,3,3,1,3,1,3,3,3,30,5,3
06783.png,33,33,34,34,34,33,33,33,33,33,33,33,33,33,18,33,35,35,34,33
06784.png,12,12,12,12,12,12,12,12,12,12,12,13,12,12,18,12,12,12,12,12
06785.png,14,14,14,14,14,14,14,14,14,12,13,13,13,13,25,14,14,14,14,14
06786.png,31,31,31,20,10,31,31,31,31,31,31,31,18,31,31,18,18,31,31,31
06787.png,24,24,24,24,26,24,24,24,24,24,24,24,24,24,24,24,24,24,18,24
06788.png,26,26,26,11,26,26,26,11,26,26,26,26,26,11,11,18,26,26,26,26
06789.png,8,8,8,5,10,8,8,8,8,8,8,8,8,8,2,8,8,12,8,15
06790.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,42,25,25
06791.png,24,24,18,26,9,24,24,24,24,24,24,24,24,18,24,24,24,24,18,24
06792.png,31,31,31,31,20,31,31,31,31,31,31,31,24,31,31,31,31,31,19,18
06793.png,2,2,5,8,5,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3
06794.png,2,2,2,2,5,2,2,2,1,1,2,2,2,2,2,9,2,2,18,2
06795.png,4,5,4,4,8,4,4,4,4,4,2,4,4,4,4,8,20,4,4,4
06796.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
06797.png,1,1,1,7,7,1,1,1,1,1,1,12,25,25,12,1,1,1,1,1
06798.png,2,2,2,1,1,2,2,2,2,2,2,4,1,1,25,2,2,1,28,13
06799.png,31,31,31,31,9,31,31,19,27,31,31,31,22,31,31,31,18,11,31,31
06800.png,37,36,34,36,36,37,37,35,36,37,36,37,37,37,36,37,35,37,36,37
06801.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
06802.png,25,25,28,25,25,25,25,25,25,25,25,25,25,25,18,18,25,27,18,25
06803.png,1,1,2,7,5,4,14,1,1,1,1,4,1,1,18,1,1,1,1,1
06804.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,9,9,9,9
06805.png,22,22,13,20,9,25,22,25,18,22,22,25,22,22,25,22,18,18,22,22
06806.png,38,38,38,36,36,38,38,38,38,38,38,38,1,41,41,38,35,38,35,38
06807.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06808.png,38,38,38,5,42,38,38,33,40,41,16,41,13,18,13,38,38,38,13,35
06809.png,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,10
06810.png,13,13,13,38,13,13,13,20,13,13,13,13,13,13,38,13,18,13,13,13
06811.png,1,1,7,2,8,1,1,3,1,1,1,14,1,1,1,2,1,1,1,1
06812.png,5,5,5,7,8,5,5,5,5,5,5,5,5,5,4,5,5,5,5,26
06813.png,6,6,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42
06814.png,38,38,38,12,12,38,38,13,38,38,38,38,38,36,38,38,38,38,38,11
06815.png,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
06816.png,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,18,18,26,18,26
06817.png,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,2,18,5,5,6
06818.png,17,17,17,17,17,12,17,17,17,17,17,17,17,17,2,17,17,17,17,13
06819.png,23,23,23,23,23,23,23,23,23,11,23,23,11,22,23,23,21,23,23,11
06820.png,9,9,9,10,42,9,9,9,16,9,9,9,9,9,9,9,15,10,9,15
06821.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
06822.png,35,35,35,35,35,35,35,35,35,35,40,32,41,16,32,35,35,35,35,35
06823.png,2,9,2,2,4,2,2,4,2,2,2,2,1,1,2,2,2,1,15,10
06824.png,4,8,5,4,8,4,8,8,4,4,4,4,4,4,4,4,4,10,4,8
06825.png,1,1,1,30,1,1,1,5,1,1,1,1,1,25,1,1,1,1,1,1
06826.png,25,25,11,17,25,25,25,25,25,25,25,12,25,25,11,25,28,18,25,25
06827.png,16,16,16,10,16,9,10,16,16,16,16,16,16,16,16,16,16,16,15,16
06828.png,5,5,42,13,10,5,5,13,5,5,5,5,5,5,5,5,5,5,5,5
06829.png,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,15
06830.png,12,12,12,12,41,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18
06831.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06832.png,5,5,5,5,8,5,2,5,5,5,5,5,5,5,5,5,1,1,5,1
06833.png,2,1,2,2,1,2,2,2,2,2,2,2,2,23,41,2,2,2,2,11
06834.png,12,12,12,12,12,12,12,12,12,12,12,12,11,25,11,12,13,12,12,12
06835.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,15,38,38,38
06836.png,30,30,30,30,13,30,20,25,25,30,30,30,30,30,30,30,30,18,30,18
06837.png,1,1,1,7,7,2,1,3,1,1,1,1,1,1,12,1,1,1,1,1
06838.png,18,11,13,35,16,22,18,11,18,18,18,18,13,13,13,11,18,18,13,13
06839.png,38,38,40,34,40,38,38,38,38,38,16,15,41,42,38,38,38,40,35,38
06840.png,2,2,2,5,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,17
06841.png,2,2,5,5,10,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2
06842.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11
06843.png,17,17,17,10,13,17,17,17,17,17,1,41,41,42,13,17,17,17,17,17
06844.png,33,33,33,36,34,33,33,33,36,33,33,33,33,35,33,33,35,33,33,33
06845.png,1,1,1,1,7,1,1,1,1,1,1,25,12,25,12,4,1,1,1,1
06846.png,28,28,11,11,11,28,24,28,28,28,28,28,28,18,41,28,30,28,24,18
06847.png,1,1,2,7,2,1,4,5,1,1,1,2,41,41,41,0,1,1,1,1
06848.png,17,38,17,17,38,17,17,13,17,12,38,36,38,13,13,17,13,13,17,17
06849.png,5,5,2,5,7,5,5,5,5,5,5,2,2,2,2,5,5,3,18,15
06850.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,18,9,15,9,9
06851.png,35,35,35,34,35,35,35,35,35,35,25,13,13,13,13,35,35,35,35,35
06852.png,38,39,38,39,40,39,39,38,39,33,38,39,39,39,38,39,39,39,39,39
06853.png,3,5,5,5,5,3,3,10,5,5,2,2,1,1,16,5,5,5,10,1
06854.png,0,4,8,8,8,0,0,0,0,0,0,0,0,0,5,4,0,0,4,13
06855.png,1,1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0
06856.png,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25,12,12,12,12,12
06857.png,2,2,2,2,8,2,2,2,4,2,2,2,2,2,2,10,2,2,18,13
06858.png,18,18,18,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
06859.png,25,25,25,31,10,25,25,25,25,25,25,25,25,18,25,31,25,25,25,25
06860.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,29
06861.png,17,17,17,17,17,17,17,17,17,17,17,15,32,32,32,17,17,17,17,17
06862.png,39,38,38,38,36,38,38,38,38,40,38,38,38,40,38,38,38,38,38,38
06863.png,35,35,36,36,7,35,35,35,35,35,35,35,41,41,41,35,35,35,35,35
06864.png,5,5,5,5,7,5,5,5,5,5,5,1,5,5,5,5,5,5,5,10
06865.png,17,17,17,1,10,9,17,17,17,41,41,41,16,15,15,17,17,17,17,13
06866.png,3,3,5,6,6,3,3,3,3,4,1,3,3,3,3,3,3,8,3,13
06867.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06868.png,31,31,31,31,31,31,31,31,23,31,11,31,31,31,31,31,18,31,31,31
06869.png,5,5,5,5,8,4,2,3,2,1,1,4,41,41,41,2,2,2,1,17
06870.png,17,17,36,13,17,17,12,13,17,17,32,32,41,38,13,13,13,18,18,15
06871.png,26,26,19,26,19,26,26,26,26,26,26,27,26,26,26,26,26,18,26,18
06872.png,36,36,36,36,36,36,37,36,36,36,38,15,15,16,15,35,39,35,37,15
06873.png,5,5,5,3,8,5,5,5,5,5,5,5,1,1,1,5,5,3,5,5
06874.png,3,3,7,10,10,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5
06875.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,13,38,18,38
06876.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06877.png,2,2,9,2,2,2,2,2,2,2,2,16,1,25,25,9,18,1,2,2
06878.png,18,21,19,11,25,24,11,21,21,18,21,18,21,18,19,18,21,14,21,18
06879.png,14,14,14,17,17,14,14,9,14,14,14,9,2,12,16,17,9,15,14,17
06880.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,18
06881.png,35,35,35,35,35,35,38,18,35,35,35,35,35,35,34,35,35,35,35,35
06882.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9
06883.png,5,5,5,5,8,5,5,8,42,7,7,5,33,5,33,5,10,13,5,42
06884.png,31,31,12,10,31,31,20,19,31,20,31,38,31,31,38,31,20,31,18,18
06885.png,12,12,12,12,12,12,12,12,12,22,25,13,13,28,13,12,12,12,12,12
06886.png,1,1,1,1,1,2,4,1,1,1,1,1,1,4,1,1,4,2,1,1
06887.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38,38,38
06888.png,7,7,8,3,10,7,7,8,8,7,7,4,7,7,7,7,7,7,13,7
06889.png,9,9,8,10,8,10,9,9,9,9,9,9,9,9,9,9,9,9,10,16
06890.png,11,11,11,11,11,11,11,11,11,18,11,11,11,11,11,11,11,11,17,11
06891.png,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12
06892.png,25,31,25,25,9,25,31,25,25,25,11,25,25,25,25,25,25,25,25,13
06893.png,25,25,25,25,25,25,25,25,25,18,29,28,25,27,28,25,25,18,11,25
06894.png,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,37,40,40,33,33
06895.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
06896.png,4,4,4,4,8,4,4,4,4,4,10,4,4,4,2,4,4,4,9,10
06897.png,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
06898.png,18,18,18,26,20,18,18,18,18,24,18,18,18,11,19,18,18,18,18,18
06899.png,32,32,32,6,12,32,32,32,32,32,32,32,32,32,32,32,32,42,42,42
06900.png,35,36,36,36,13,35,38,13,35,38,35,35,35,35,35,35,35,35,35,36
06901.png,22,25,23,41,13,25,25,25,23,23,23,23,23,23,23,25,22,13,17,25
06902.png,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
06903.png,1,1,1,9,7,1,1,3,1,2,1,1,2,13,13,1,1,24,1,24
06904.png,12,12,12,12,42,11,12,12,12,12,12,12,12,12,12,12,12,12,13,12
06905.png,2,2,2,5,5,2,2,2,2,5,2,2,2,4,2,2,2,1,2,11
06906.png,4,4,4,7,2,2,4,4,4,4,2,12,1,1,41,4,4,1,4,29
06907.png,5,5,5,5,5,5,5,5,5,5,5,4,2,2,41,5,16,5,1,2
06908.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18
06909.png,12,12,12,38,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06910.png,7,7,8,10,10,7,7,13,8,7,5,7,7,7,7,8,8,7,13,5
06911.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10
06912.png,5,5,5,5,10,5,5,5,4,5,2,4,2,4,41,5,5,15,5,5
06913.png,23,31,31,31,8,31,31,19,23,23,23,23,23,23,31,23,20,19,25,23
06914.png,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10
06915.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
06916.png,33,34,34,34,35,34,34,33,35,38,41,15,15,32,38,35,35,34,34,34
06917.png,26,26,18,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,18,18
06918.png,13,13,13,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06919.png,1,4,8,5,10,4,5,5,1,1,1,1,1,2,1,4,1,24,1,13
06920.png,24,24,24,24,24,24,24,24,18,24,24,13,24,24,24,24,13,18,11,24
06921.png,36,37,38,36,37,37,37,36,37,37,35,37,37,37,36,37,37,35,35,35
06922.png,17,17,17,13,36,12,17,13,17,38,38,12,13,13,13,17,1,13,18,17
06923.png,7,7,7,16,10,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7
06924.png,2,2,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,1,2,2
06925.png,5,5,8,7,10,5,5,5,5,5,5,5,5,5,5,5,5,5,3,12
06926.png,2,2,2,5,10,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2
06927.png,5,5,5,2,8,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5
06928.png,2,2,2,5,10,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
06929.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06930.png,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,8,7,7,10,7
06931.png,33,33,34,34,38,33,33,33,33,34,33,33,33,33,33,33,33,33,33,33
06932.png,28,28,28,23,11,28,11,28,28,28,28,12,25,25,25,28,18,28,18,28
06933.png,5,5,5,5,10,5,5,5,5,5,1,1,1,1,1,5,1,3,1,10
06934.png,13,13,13,13,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06935.png,4,4,4,4,8,4,4,4,3,4,4,4,4,4,4,4,4,4,25,15
06936.png,1,1,1,5,5,1,5,5,1,1,1,2,1,2,16,1,1,1,2,5
06937.png,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10
06938.png,18,31,26,18,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
06939.png,42,42,6,42,8,42,42,42,42,42,42,42,42,42,42,42,11,11,42,42
06940.png,38,38,38,38,34,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39
06941.png,25,25,25,25,25,25,25,25,25,25,25,25,28,28,25,11,18,25,25,18
06942.png,5,5,5,2,8,5,1,5,5,1,1,1,4,13,41,5,5,5,5,5
06943.png,11,11,11,30,25,11,11,11,11,11,11,23,11,11,11,11,25,11,11,11
06944.png,7,5,7,10,42,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18
06945.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,1,2
06946.png,0,4,0,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,12
06947.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06948.png,42,42,42,6,42,42,42,42,42,42,42,42,42,42,42,42,42,13,42,42
06949.png,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06950.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
06951.png,35,38,33,35,33,40,35,35,35,35,35,35,35,35,35,35,35,35,35,35
06952.png,17,17,17,17,13,17,17,17,17,17,17,17,12,1,41,17,17,17,17,17
06953.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06954.png,31,25,31,18,8,31,31,31,31,31,31,19,31,19,19,31,31,31,11,31
06955.png,8,8,8,8,8,8,8,8,8,8,8,7,8,4,8,8,8,7,8,3
06956.png,38,38,38,36,34,38,40,38,38,39,39,38,39,39,39,38,35,38,33,39
06957.png,3,3,3,5,5,3,3,2,2,3,2,1,1,1,13,2,3,3,5,5
06958.png,39,38,38,38,39,39,39,39,39,38,38,38,38,38,16,39,35,35,39,35
06959.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,11,1,18
06960.png,17,17,17,10,10,17,17,17,17,9,41,15,41,41,12,17,17,12,15,17
06961.png,11,11,11,30,11,11,11,11,11,11,11,11,11,11,21,11,11,25,11,11
06962.png,38,38,38,5,5,38,38,38,38,39,38,39,38,38,38,38,38,35,38,38
06963.png,8,8,8,5,38,8,8,7,8,8,8,8,8,8,8,8,8,8,8,3
06964.png,18,18,18,31,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18
06965.png,8,8,8,8,5,8,8,8,8,1,8,8,8,8,8,8,8,17,8,10
06966.png,23,23,23,23,23,23,23,23,23,23,23,23,23,19,19,23,23,18,11,23
06967.png,25,25,25,25,11,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25
06968.png,18,18,26,11,31,18,18,18,18,18,12,18,18,18,18,18,18,18,3,12
06969.png,35,35,37,40,35,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35
06970.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
06971.png,38,38,38,38,38,38,38,20,38,38,38,38,38,38,38,35,38,38,35,38
06972.png,6,6,6,6,5,6,6,10,6,6,6,6,6,6,6,6,6,6,6,42
06973.png,1,1,1,7,8,1,1,1,1,1,1,1,13,41,25,1,1,1,1,1
06974.png,28,31,31,20,6,31,28,23,28,28,28,28,28,28,28,28,18,13,28,31
06975.png,12,12,12,12,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06976.png,38,38,38,38,9,38,6,38,38,38,38,38,38,38,38,38,38,38,38,38
06977.png,35,35,35,33,40,35,35,35,35,35,35,35,35,35,35,35,35,34,33,36
06978.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
06979.png,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,14,18,13,14,14
06980.png,22,25,23,23,8,25,23,25,23,13,23,22,22,25,25,25,23,23,25,25
06981.png,16,16,16,5,16,16,16,16,16,16,16,2,16,16,9,16,16,16,16,16
06982.png,18,18,18,18,18,18,18,18,18,18,18,18,18,11,18,18,18,18,18,18
06983.png,5,5,1,5,7,5,5,5,5,5,5,5,5,5,5,5,15,5,5,3
06984.png,5,5,5,8,8,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
06985.png,14,14,17,17,14,14,14,14,14,14,14,14,18,14,41,14,14,14,14,14
06986.png,29,29,29,29,23,27,29,29,29,29,29,29,29,29,29,29,29,29,29,13
06987.png,17,17,17,17,17,17,17,17,17,17,32,15,32,15,16,17,17,17,17,17
06988.png,2,2,8,5,5,5,2,2,2,2,2,2,2,2,2,2,2,15,2,8
06989.png,1,1,5,5,8,1,1,1,1,1,1,1,1,1,2,0,1,1,1,11
06990.png,2,2,2,2,5,2,2,3,2,2,2,2,2,2,2,2,2,10,2,2
06991.png,25,25,25,25,25,25,18,25,25,11,25,25,25,28,18,25,25,11,11,25
06992.png,26,26,18,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,18
06993.png,5,5,5,8,8,5,5,3,5,5,5,5,5,5,2,5,5,5,5,5
06994.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
06995.png,35,35,35,33,40,35,35,35,35,35,35,35,35,35,35,35,35,35,11,35
06996.png,18,18,26,26,20,18,18,31,18,18,18,18,18,18,28,18,18,18,24,11
06997.png,11,11,30,11,31,11,19,11,26,11,11,11,11,11,11,11,11,11,11,11
06998.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,7
06999.png,15,15,15,9,15,15,15,15,15,9,15,15,15,9,15,15,15,15,15,15
07000.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18
07001.png,8,5,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8
07002.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
07003.png,7,7,7,7,10,7,8,7,7,7,7,7,7,7,7,7,7,7,16,7
07004.png,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
07005.png,42,42,42,42,5,42,42,42,42,42,42,42,42,41,42,42,6,42,42,42
07006.png,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,9,10,10
07007.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
07008.png,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
07009.png,1,1,2,2,2,1,1,1,2,2,41,41,41,13,41,1,1,1,1,24
07010.png,19,20,19,20,19,20,20,19,19,20,20,20,19,20,19,18,18,18,20,19
07011.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10
07012.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,12
07013.png,4,4,1,9,9,4,4,4,4,4,4,4,4,4,1,4,4,24,17,4
07014.png,35,35,35,35,35,35,35,35,35,35,35,38,13,16,13,35,35,35,35,35
07015.png,38,38,38,36,38,38,38,38,38,38,38,38,38,41,41,38,38,38,38,38
07016.png,34,34,34,36,37,34,34,34,34,34,34,33,33,38,33,34,35,34,35,34
07017.png,4,4,4,10,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4
07018.png,9,9,8,38,33,9,9,9,9,9,9,33,9,9,9,9,15,9,9,13
07019.png,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10
07020.png,26,18,26,11,13,18,26,26,18,18,25,12,25,18,13,26,25,26,13,26
07021.png,4,4,4,4,8,4,1,4,4,4,4,4,4,4,4,15,4,4,1,9
07022.png,9,9,9,8,9,9,9,10,9,9,9,9,41,41,16,9,9,10,15,10
07023.png,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,15,10,10,10,10
07024.png,10,10,10,10,8,10,10,10,16,10,10,16,10,16,16,10,10,15,10,10
07025.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
07026.png,17,17,17,17,17,17,17,17,17,17,16,22,32,13,32,17,17,17,17,17
07027.png,24,11,25,26,11,24,24,24,24,24,24,24,24,24,24,24,24,24,24,18
07028.png,35,35,39,39,10,35,35,36,35,35,36,41,25,41,16,35,35,35,35,36
07029.png,7,7,7,8,8,7,7,7,7,7,7,7,7,2,4,7,7,7,13,7
07030.png,25,25,25,25,25,25,25,25,25,25,25,11,25,25,25,25,25,25,25,18
07031.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
07032.png,4,5,4,8,8,4,8,4,4,4,4,4,4,4,4,4,20,4,4,4
07033.png,5,5,5,7,7,5,5,2,2,4,41,41,41,41,41,5,2,24,5,13
07034.png,31,6,31,20,8,31,31,31,31,31,18,31,21,22,22,31,31,31,18,13
07035.png,18,18,18,10,25,18,18,18,18,26,18,18,18,18,18,18,18,18,18,18
07036.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
07037.png,8,8,8,8,7,8,10,8,8,8,8,8,4,2,4,8,8,8,8,8
07038.png,7,5,5,5,10,7,7,5,2,2,5,5,7,7,7,7,8,5,7,7
07039.png,7,7,7,16,10,7,7,7,7,7,7,7,7,7,2,7,7,7,7,8
07040.png,3,3,10,3,6,3,3,3,3,3,1,3,3,3,3,3,3,3,15,18
07041.png,31,31,31,31,5,31,12,31,31,31,11,31,12,31,31,31,31,31,31,31
